date,window,instrument,direction,option_type,strike,entry_time,exit_time,entry_price,exit_price,pnl_pct,gross_pnl,transaction_cost,pnl_rupees,cumulative_pnl,cumulative_capital,trade_budget,quantity,exit_reason,holding_min,is_expiry,is_paper
2024-03-26,BB,NIFTY,BULLISH,CE,22050,12:55:00,13:30:00,32.94,18.34,-44.32,-3796.0,60.03,-3856.03,41361.5,51361.5,8564.4,260,STOP_LOSS,35,True,False
2024-03-26,BB,NIFTY,BEARISH,PE,22000,14:40:00,15:05:00,7.26,4.13,-43.11,-4272.45,62.23,-4334.68,37026.82,47026.82,9909.9,1365,STOP_LOSS,25,True,False
2024-04-02,BB,NIFTY,BEARISH,PE,22400,13:10:00,14:05:00,17.49,10.72,-38.71,-3520.4,61.63,-3582.03,33444.79,43444.79,9094.8,520,STOP_LOSS,55,True,False
2024-04-02,BB,NIFTY,BULLISH,CE,22450,14:55:00,15:15:00,4.59,14.67,219.61,21621.6,103.13,21518.47,54963.26,64963.26,9845.55,2145,FORCE_CLOSE,20,True,False
2024-04-02,BB,NIFTY,BULLISH,CE,22450,15:20:00,15:25:00,16.24,14.71,-9.42,-895.05,66.68,-961.73,54001.53,64001.53,9500.4,585,FORCE_CLOSE,5,True,False
2024-04-08,BB,NIFTY,BULLISH,CE,22650,11:40:00,13:25:00,29.18,16.34,-44.0,-4173.0,61.45,-4234.45,49767.08,59767.08,9483.5,325,STOP_LOSS,105,True,False
2024-04-16,BB,NIFTY,BEARISH,PE,22150,12:00:00,13:15:00,22.68,60.07,164.86,14582.1,89.78,14492.32,64259.4,74259.4,8845.2,390,TARGET_HIT,75,True,False
2024-04-16,BB,NIFTY,BEARISH,PE,22100,13:20:00,13:30:00,27.01,15.1,-44.09,-3870.75,60.38,-3931.13,60328.27,70328.27,8778.25,325,STOP_LOSS,10,True,False
2024-04-16,BB,NIFTY,BULLISH,CE,22150,15:15:00,15:20:00,13.06,14.32,9.65,900.9,69.17,831.73,61160.0,71160.0,9337.9,715,FORCE_CLOSE,5,True,False
2024-04-23,BB,NIFTY,BULLISH,CE,22400,12:10:00,13:00:00,38.21,21.96,-42.53,-4225.0,62.36,-4287.36,56872.64,66872.64,9934.6,260,STOP_LOSS,50,True,False
2024-04-23,BB,NIFTY,BEARISH,PE,22400,13:10:00,14:00:00,31.51,14.95,-52.55,-4305.6,58.4,-4364.0,52508.64,62508.64,8192.6,260,STOP_LOSS,50,True,False
2024-04-23,BB,NIFTY,BEARISH,PE,22350,15:20:00,15:25:00,2.06,0.76,-63.11,-6253.0,59.09,-6312.09,46196.55,56196.55,9908.6,4810,FORCE_CLOSE,5,True,False
2024-04-30,BB,NIFTY,BEARISH,PE,22700,13:10:00,13:20:00,15.44,9.04,-41.45,-3744.0,61.14,-3805.14,42391.41,52391.41,9032.4,585,STOP_LOSS,10,True,False
2024-04-30,BB,NIFTY,BULLISH,CE,22750,14:05:00,14:40:00,25.64,10.4,-59.44,-5943.6,59.78,-6003.38,36388.03,46388.03,9999.6,390,STOP_LOSS,35,True,False
2024-04-30,BB,NIFTY,BEARISH,PE,22600,15:00:00,15:15:00,3.1,22.11,613.23,60546.85,164.9,60381.95,96769.98,106769.98,9873.5,3185,FORCE_CLOSE,15,True,False
2024-04-30,BB,NIFTY,BEARISH,PE,22600,15:20:00,15:25:00,25.2,12.86,-48.97,-4812.6,61.2,-4873.8,91896.18,101896.18,9828.0,390,FORCE_CLOSE,5,True,False
2024-05-07,BB,NIFTY,BULLISH,CE,22300,13:40:00,13:50:00,34.16,21.19,-37.97,-3372.2,61.4,-3433.6,88462.58,98462.58,8881.6,260,STOP_LOSS,10,True,False
2024-05-14,BB,NIFTY,BULLISH,CE,22200,11:10:00,13:50:00,20.45,57.58,181.56,16894.15,94.45,16799.7,105262.28,115262.28,9304.75,455,TARGET_HIT,160,True,False
2024-05-21,BB,NIFTY,BULLISH,CE,22500,11:05:00,12:55:00,31.54,84.61,168.26,13798.2,87.11,13711.09,118973.37,128973.37,8200.4,260,TARGET_HIT,110,True,False
2024-05-28,BB,NIFTY,BEARISH,PE,22900,12:35:00,12:50:00,27.82,8.32,-70.09,-6337.5,57.05,-6394.55,112578.82,122578.82,9041.5,325,STOP_LOSS,15,True,False
2024-05-28,BB,NIFTY,BEARISH,PE,22900,14:35:00,14:40:00,14.86,8.42,-43.34,-4186.0,61.82,-4247.82,108331.0,118331.0,9659.0,650,STOP_LOSS,5,True,False
2024-06-04,BB,NIFTY,BEARISH,PE,22250,11:00:00,11:05:00,23.41,68.95,194.53,17760.6,95.44,17665.16,125996.16,135996.16,9129.9,390,TARGET_HIT,5,True,False
2024-06-04,BB,NIFTY,BEARISH,PE,22100,11:10:00,11:20:00,31.55,0.4,-98.73,-8099.0,52.41,-8151.41,117844.75,127844.75,8203.0,260,STOP_LOSS,10,True,False
2024-06-04,BB,NIFTY,BEARISH,PE,21600,12:10:00,12:15:00,29.17,17.04,-41.58,-3942.25,61.81,-4004.06,113840.69,123840.69,9480.25,325,STOP_LOSS,5,True,False
2024-06-04,BB,NIFTY,BEARISH,PE,21350,12:20:00,12:25:00,16.68,61.18,266.79,26032.5,109.93,25922.57,139763.26,149763.26,9757.8,585,TARGET_HIT,5,True,False
2024-06-04,BB,NIFTY,BEARISH,PE,21750,15:00:00,15:05:00,6.23,0.0,-100.0,-9718.8,53.18,-9771.98,129991.28,139991.28,9718.8,1560,STOP_LOSS,5,True,False
2024-06-11,BB,NIFTY,BULLISH,CE,23350,13:30:00,14:00:00,33.88,13.91,-58.94,-5192.2,58.35,-5250.55,124740.73,134740.73,8808.8,260,STOP_LOSS,30,True,False
2024-06-11,BB,NIFTY,BEARISH,PE,23300,15:05:00,15:15:00,23.29,49.03,110.52,10038.6,83.1,9955.5,134696.23,144696.23,9083.1,390,FORCE_CLOSE,10,True,False
2024-06-11,BB,NIFTY,BEARISH,PE,23250,15:20:00,15:25:00,13.76,0.74,-94.62,-9309.3,54.09,-9363.39,125332.84,135332.84,9838.4,715,FORCE_CLOSE,5,True,False
2024-06-18,BB,NIFTY,BEARISH,PE,23550,12:30:00,14:00:00,38.23,19.74,-48.37,-4807.4,61.45,-4868.85,120463.99,130463.99,9939.8,260,STOP_LOSS,90,True,False
2024-06-18,BB,NIFTY,BULLISH,CE,23550,14:05:00,14:35:00,15.76,6.55,-58.44,-5387.85,58.94,-5446.79,115017.2,125017.2,9219.6,585,STOP_LOSS,30,True,False
2024-06-18,BB,NIFTY,BULLISH,CE,23550,15:05:00,15:15:00,12.18,14.7,20.69,1965.6,71.22,1894.38,116911.58,126911.58,9500.4,780,FORCE_CLOSE,10,True,False
2024-06-18,BB,NIFTY,BULLISH,CE,23550,15:20:00,15:25:00,16.88,13.02,-22.87,-2258.1,65.35,-2323.45,114588.13,124588.13,9874.8,585,FORCE_CLOSE,5,True,False
2024-06-25,BB,NIFTY,BULLISH,CE,23650,12:30:00,15:00:00,23.96,65.95,175.25,16376.1,93.72,16282.38,130870.51,140870.51,9344.4,390,TARGET_HIT,150,True,False
2024-06-25,BB,NIFTY,BULLISH,CE,23700,15:05:00,15:15:00,21.4,28.59,33.6,3271.45,73.81,3197.64,134068.15,144068.15,9737.0,455,FORCE_CLOSE,10,True,False
2024-06-25,BB,NIFTY,BULLISH,CE,23750,15:20:00,15:25:00,4.37,0.02,-99.54,-9896.25,53.39,-9949.64,124118.51,134118.51,9941.75,2275,FORCE_CLOSE,5,True,False
2024-07-02,BB,NIFTY,BEARISH,PE,24100,12:40:00,13:20:00,21.09,10.36,-50.88,-4882.15,60.57,-4942.72,119175.79,129175.79,9595.95,455,STOP_LOSS,40,True,False
2024-07-02,BB,NIFTY,BULLISH,CE,24150,14:40:00,14:50:00,11.49,5.67,-50.65,-4917.9,60.77,-4978.67,114197.12,124197.12,9709.05,845,STOP_LOSS,10,True,False
2024-07-09,BB,NIFTY,BULLISH,CE,24400,13:00:00,15:15:00,28.47,41.91,47.21,4368.0,74.48,4293.52,118490.64,128490.64,9252.75,325,FORCE_CLOSE,135,True,False
2024-07-23,BB,NIFTY,BULLISH,CE,24550,11:10:00,11:15:00,29.45,7.38,-74.94,-7172.75,56.89,-7229.64,111261.0,121261.0,9571.25,325,STOP_LOSS,5,True,False
2024-07-23,BB,NIFTY,BEARISH,PE,24200,12:20:00,12:25:00,23.4,65.6,180.34,16458.0,93.37,16364.63,127625.63,137625.63,9126.0,390,TARGET_HIT,5,True,False
2024-07-23,BB,NIFTY,BULLISH,CE,24450,14:10:00,14:25:00,23.58,12.83,-45.59,-4192.5,60.79,-4253.29,123372.34,133372.34,9196.2,390,STOP_LOSS,15,True,False
2024-07-30,BB,NIFTY,BULLISH,CE,24950,11:00:00,13:15:00,24.37,6.51,-73.29,-6965.4,57.07,-7022.47,116349.87,126349.87,9504.3,390,STOP_LOSS,135,True,False
2024-07-30,BB,NIFTY,BEARISH,PE,24900,13:20:00,13:40:00,25.7,13.72,-46.61,-3893.5,59.41,-3952.91,112396.96,122396.96,8352.5,325,STOP_LOSS,20,True,False
2024-07-30,BB,NIFTY,BEARISH,PE,24850,15:05:00,15:15:00,8.07,6.04,-25.15,-2507.05,65.15,-2572.2,109824.76,119824.76,9966.45,1235,FORCE_CLOSE,10,True,False
2024-07-30,BB,NIFTY,BEARISH,PE,24850,15:20:00,15:25:00,11.86,10.49,-11.55,-1068.6,65.86,-1134.46,108690.3,118690.3,9250.8,780,FORCE_CLOSE,5,True,False
2024-08-06,BB,NIFTY,BEARISH,PE,24200,12:30:00,13:35:00,34.38,116.69,239.41,21400.6,100.79,21299.81,129990.11,139990.11,8938.8,260,TARGET_HIT,65,True,False
2024-08-06,BB,NIFTY,BEARISH,PE,24100,13:40:00,14:15:00,32.51,109.45,236.67,20004.4,97.51,19906.89,149897.0,159897.0,8452.6,260,TARGET_HIT,35,True,False
2024-08-13,BB,NIFTY,BEARISH,PE,24250,12:35:00,13:00:00,18.45,49.55,168.56,16172.0,93.94,16078.06,165975.06,175975.06,9594.0,520,TARGET_HIT,25,True,False
2024-08-13,BB,NIFTY,BEARISH,PE,24200,13:45:00,14:05:00,21.79,80.24,268.24,26594.75,111.17,26483.58,192458.64,202458.64,9914.45,455,TARGET_HIT,20,True,False
2024-08-20,BB,NIFTY,BULLISH,CE,24750,12:55:00,13:20:00,16.62,9.71,-41.58,-4042.35,62.18,-4104.53,188354.11,198354.11,9722.7,585,STOP_LOSS,25,True,False
2024-08-20,BB,NIFTY,BEARISH,PE,24700,15:10:00,15:15:00,10.07,6.56,-34.86,-3422.25,63.38,-3485.63,184868.48,194868.48,9818.25,975,FORCE_CLOSE,5,True,False
2024-08-27,BB,NIFTY,BULLISH,CE,25050,11:20:00,12:55:00,37.74,22.86,-39.43,-3868.8,62.66,-3931.46,180937.02,190937.02,9812.4,260,STOP_LOSS,95,True,False
2024-08-27,BB,NIFTY,BULLISH,CE,25050,13:40:00,14:15:00,29.89,17.52,-41.39,-4020.25,62.2,-4082.45,176854.57,186854.57,9714.25,325,STOP_LOSS,35,True,False
2024-08-27,BB,NIFTY,BEARISH,PE,25000,14:50:00,14:55:00,9.97,5.8,-41.83,-4065.75,62.14,-4127.89,172726.68,182726.68,9720.75,975,STOP_LOSS,5,True,False
2024-09-03,BB,NIFTY,BULLISH,CE,25250,12:50:00,15:15:00,36.22,31.88,-11.98,-1128.4,66.13,-1194.53,171532.15,181532.15,9417.2,260,FORCE_CLOSE,145,True,False
2024-09-10,BB,NIFTY,BULLISH,CE,25050,12:40:00,14:45:00,40.22,15.39,-61.74,-4841.85,56.78,-4898.63,166633.52,176633.52,7842.9,195,STOP_LOSS,125,True,False
2024-09-10,BB,NIFTY,BEARISH,PE,25050,14:50:00,15:15:00,9.8,7.62,-22.24,-2125.5,64.85,-2190.35,164443.17,174443.17,9555.0,975,FORCE_CLOSE,25,True,False
2024-09-24,BB,NIFTY,BEARISH,PE,25900,11:20:00,12:20:00,22.95,13.73,-40.17,-3595.8,61.19,-3656.99,160786.18,170786.18,8950.5,390,STOP_LOSS,60,True,False
2024-09-24,BB,NIFTY,BEARISH,PE,25950,15:00:00,15:10:00,21.53,12.75,-40.78,-3994.9,62.42,-4057.32,156728.86,166728.86,9796.15,455,STOP_LOSS,10,True,False
2024-10-01,BB,NIFTY,BULLISH,CE,25850,12:00:00,12:25:00,21.13,10.8,-48.89,-4700.15,60.9,-4761.05,151967.81,161967.81,9614.15,455,STOP_LOSS,25,True,False
2024-10-08,BB,NIFTY,BULLISH,CE,25000,13:35:00,14:35:00,27.58,14.33,-48.04,-4306.25,60.1,-4366.35,147601.46,157601.46,8963.5,325,STOP_LOSS,60,True,False
2024-10-15,BB,NIFTY,BEARISH,PE,25000,13:05:00,13:20:00,16.17,7.76,-52.01,-4919.85,60.21,-4980.06,142621.4,152621.4,9459.45,585,STOP_LOSS,15,True,False
2024-10-22,BB,NIFTY,BEARISH,PE,24550,14:35:00,15:00:00,14.94,75.19,403.28,39162.5,130.64,39031.86,181653.26,191653.26,9711.0,650,TARGET_HIT,25,True,False
2024-10-22,BB,NIFTY,BEARISH,PE,24500,15:05:00,15:10:00,19.56,50.69,159.15,14164.15,89.23,14074.92,195728.18,205728.18,8899.8,455,TARGET_HIT,5,True,False
2024-10-29,BB,NIFTY,BULLISH,CE,24300,12:05:00,13:00:00,18.37,53.63,191.94,18335.2,97.28,18237.92,213966.1,223966.1,9552.4,520,TARGET_HIT,55,True,False
2024-10-29,BB,NIFTY,BULLISH,CE,24400,14:05:00,14:30:00,26.29,15.89,-39.56,-3380.0,60.64,-3440.64,210525.46,220525.46,8544.25,325,STOP_LOSS,25,True,False
2024-11-05,BB,NIFTY,BEARISH,PE,23950,11:30:00,13:20:00,38.69,13.74,-64.49,-4865.25,56.09,-4921.34,205604.12,215604.12,7544.55,195,STOP_LOSS,110,True,False
2024-11-05,BB,NIFTY,BULLISH,CE,24050,13:25:00,13:50:00,21.88,57.05,160.74,16002.35,94.47,15907.88,221512.0,231512.0,9955.4,455,TARGET_HIT,25,True,False
2024-11-05,BB,NIFTY,BULLISH,CE,24100,13:55:00,14:25:00,34.54,93.43,170.5,15311.4,91.23,15220.17,236732.17,246732.17,8980.4,260,TARGET_HIT,30,True,False
2024-11-12,BB,NIFTY,BEARISH,PE,24000,12:45:00,13:00:00,29.48,12.67,-57.02,-5463.25,59.62,-5522.87,231209.3,241209.3,9581.0,325,STOP_LOSS,15,True,False
2024-11-12,BB,NIFTY,BEARISH,PE,23900,15:05:00,15:15:00,16.24,28.34,74.51,7078.5,79.32,6999.18,238208.48,248208.48,9500.4,585,FORCE_CLOSE,10,True,False
2024-11-12,BB,NIFTY,BEARISH,PE,23850,15:20:00,15:25:00,0.8,8.78,997.5,99590.4,227.03,99363.37,337571.85,347571.85,9984.0,12480,FORCE_CLOSE,5,True,False
2024-11-19,BB,NIFTY,BULLISH,CE,23750,11:30:00,12:40:00,37.72,18.04,-52.17,-5116.8,60.67,-5177.47,332394.38,342394.38,9807.2,260,STOP_LOSS,70,True,False
2024-11-19,BB,NIFTY,BEARISH,PE,23700,14:10:00,14:15:00,13.97,6.9,-50.61,-5055.05,61.16,-5116.21,327278.17,337278.17,9988.55,715,STOP_LOSS,5,True,False
2024-11-19,BB,NIFTY,BEARISH,PE,23700,14:25:00,14:50:00,16.03,63.37,295.32,27693.9,111.73,27582.17,354860.34,364860.34,9377.55,585,TARGET_HIT,25,True,False
2024-11-19,BB,NIFTY,BEARISH,PE,23600,14:55:00,15:05:00,23.2,58.99,154.27,13958.1,89.23,13868.87,368729.21,378729.21,9048.0,390,TARGET_HIT,10,True,False
2024-11-19,BB,NIFTY,BEARISH,PE,23500,15:10:00,15:15:00,12.87,5.96,-53.69,-4940.65,59.61,-5000.26,363728.95,373728.95,9202.05,715,FORCE_CLOSE,5,True,False
2024-11-26,BB,NIFTY,BEARISH,PE,24150,12:20:00,12:45:00,29.15,17.19,-41.03,-3887.0,61.88,-3948.88,359780.07,369780.07,9473.75,325,STOP_LOSS,25,True,False
2024-11-26,BB,NIFTY,BULLISH,CE,24200,14:00:00,14:05:00,19.82,10.42,-47.43,-4277.0,60.26,-4337.26,355442.81,365442.81,9018.1,455,STOP_LOSS,5,True,False
2024-11-26,BB,NIFTY,BULLISH,CE,24200,14:40:00,15:00:00,28.96,8.75,-69.79,-6568.25,57.5,-6625.75,348817.06,358817.06,9412.0,325,STOP_LOSS,20,True,False
2024-12-03,BB,NIFTY,BULLISH,CE,24450,13:35:00,15:15:00,23.67,7.81,-67.0,-6185.4,57.71,-6243.11,342573.95,352573.95,9231.3,390,FORCE_CLOSE,100,True,False
2024-12-10,BB,NIFTY,BEARISH,PE,24600,12:20:00,13:45:00,31.66,85.63,170.47,14032.2,87.55,13944.65,356518.6,366518.6,8231.6,260,TARGET_HIT,85,True,False
